ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,"Review


Incomplete data"
14-35,31/03/23 14:47:26,https://twitter.com/bestofbest23200/status/1498828357890621441,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,leni pinatay asawa,@bestofbest23200,BBMSARA UNITEAM,,Anonymous,12/21,537,903,Hong Kong,di oi haha sirang sira si leni sakin simula ng namatay asawa nyan lagi kong naririnig sa tatay ko wala syang pinagka iba kay cory pinatay ang asawa para lang makilala haha lalo na mga aquino na yan si trililing at iba pang kilalang tao,,Reply (Comment),02/03/22 9:11,,Emotional,1,0,0,,,,"Jesse Robredo's death was not due to sabotage.

Source:
https://www.rappler.com/newsbreak/fact-check/jesse-robredo-death-sabotage/
",No bio,Resilient-Badger,"Mislabeled, Incorrect Format"
14-36,31/03/23 14:48:52,https://twitter.com/Esperan64986196/status/1440215110765608966,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, asawa, bayaw, shabu",@Esperan64986196,Esperanza Jackson,,Identified,01/21,70,4,,Hwag mong kalimutan kaya namatay ang asawa ni Leni ay dahil sa pinatay ng kanyang bayaw dahil territoryo ng droga. Masyadong greedy ang asawa nya. Pag naging presidente si Leni lalakas ang power ng bayaw nya at matutuloy na na ang magiging capital ng shabu ay Pilipinas.,,Reply (Comment),21/9/21 15:23,,Emotional,2,0,0,,,,"Jesse Robredo's death was not due to sabotage. There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/

https://www.rappler.com/newsbreak/fact-check/jesse-robredo-death-sabotage/",No bio and location,Resilient-Badger,Mislabeled
14-37,31/03/23 14:54:11,https://twitter.com/augustr53465229/status/1214697721124118528,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni pinatay asawa, relatives, droga",@augustr53465229,Screwed,lels,Anonymous,01/17,18,0,,Tanong si leni yung mga relatives niya sa naga ay nag dodroga. Tanong si leni bakit pinatay ang kanyang asawa kasi drug protector wahahhah,,Text,08/01/20 7:57,,Emotional,1,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs. Jesse Robredo's death was not due to sabotage.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/

https://www.rappler.com/newsbreak/fact-check/jesse-robredo-death-sabotage/
",No location indicated,Resilient-Badger,Incorrect Format
14-38,31/03/23 14:56:43,https://twitter.com/nida_ocampo/status/1492013869778485251,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, unang asawa, npa",@nida_ocampo,Nida Ocampo,,Identified,01/22,95,10,,"Panu nyo iboboto ang taong galit na galit kagaya ni VP leni Robredo, vp leni galit ka kasi pinatay yun unang mong asawa na npA.alam b nila yan.?",,Reply (Quote tweet),11/02/22 13:53,,Emotional,1,0,0,,,,"Leni Robredo did not marry a member of the New People's Army (NPA). Leni Robredo's husband is the late Jesse Robredo.

Source: https://www.rappler.com/newsbreak/fact-check/robredo-had-first-husband-who-was-member-new-peoples-army/
",No bio and location,Resilient-Badger,Mislabeled
14-39,31/03/23 15:01:48,https://twitter.com/nida_ocampo/status/1492014169956417537,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, unang asawa, npa",@nida_ocampo,Nida Ocampo,,Identified,01/22,95,10,,Galit c Vp.leni R. Kasi nga yun unang asawa nya a NPA pintay,,Reply (Comment),11/03/22 13:54,,Rational,0,0,0,,,,"Leni Robredo did not marry a member of the New People's Army (NPA). Leni Robredo's husband is the late Jesse Robredo.

Source: https://www.rappler.com/newsbreak/fact-check/robredo-had-first-husband-who-was-member-new-peoples-army/
",No bio and location,Resilient-Badger,Mislabeled
14-40,2023/03/31 15:16:07,https://twitter.com/shay_patino/status/837582679944151041,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, drugs, jesse",@shay_patino,~ Shay Patino ~,RN👩‍⚕️🇵🇭 🇺🇸 🇸🇦 🇦🇪 🇬🇧 Ailurophile. 🌗Mystic. 🚑 Medic.Athlete. Sleuth.SousChef.Dreamer.Believer.Sorcerer. Philanthropist.AMDG 🦅 💙,Identified,03/14,55,1054,Coven of Augury,"Jesse Robredo is Extremely Dangerous than VP Leni Robredo. 
Imagine his involvement in Drugs, Smuggling, Jueteng & Murders.
#Nagaleaks",,Text,03/03/17 16:37,,Rational,30,1,19,,,,"There is no evidence that Jesse Robredo is involved in drug production.

Sources:
https://www.rappler.com/nation/elections/126794-jueteng-pinedas-roxas-robredo/
https://news.abs-cbn.com/anc/09/13/12/robredo-was-probing-stl-jueteng",Indicated location is not an actual location,Resilient-Badger,OK
14-41,31/03/23 15:16:29,https://twitter.com/shay_patino/status/847142477387780096,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, drugs, jesse",@shay_patino,~ Shay Patino ~,RN👩‍⚕️🇵🇭 🇺🇸 🇸🇦 🇦🇪 🇬🇧 Ailurophile. 🌗Mystic. 🚑 Medic.Athlete. Sleuth.SousChef.Dreamer.Believer.Sorcerer. Philanthropist.AMDG 🦅 💙,Identified,03/14,55,1054,Coven of Augury,"Jesse Robredo died carrying Drug money. LP then cleaned his mess, staged him as Saint 
& favoring Leni 4 future use.
http://balitangtotoo.com/2017/03/shocking-jesse-robredo-died-on-way-from-collecting-drugs.html?m=1
",,"Text, URL",30/03/17 01:44,,Rational,12,1,5,,,,"There is no evidence that Jesse Robredo is involved in drug production.

Sources:
https://www.rappler.com/nation/elections/126794-jueteng-pinedas-roxas-robredo/
https://news.abs-cbn.com/anc/09/13/12/robredo-was-probing-stl-jueteng",Indicated location is not an actual location,Resilient-Badger,OK
14-42,31/03/23 15:19:30,https://twitter.com/AlphaMaleRene/status/1500703958981296129,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, drugs, jesse","@AlphaMaleRene
","AlphaMaleOne","fun loving person
",Anonymous,02/22,"1,138",900,,"Jesse Robredo had acted as protector of Victor Chinglo Rosales, the No. 1 Druglord in Bicol Region with the appointment of Chinglo's brother Raoul Jackpot Rosales as Chairman of Dangerous Drug Board, then Leni Robredo is quilty and residual beneficiary of Jesse Robredo's Action.",,Reply (quote tweet),07/03/22 13:24,,Rational,5,0,2,,,,"There is no evidence that Jesse Robredo is involved in drug production.

Sources:
https://www.rappler.com/nation/elections/126794-jueteng-pinedas-roxas-robredo/
https://news.abs-cbn.com/anc/09/13/12/robredo-was-probing-stl-jueteng",No identified location,Resilient-Badger,Mislabeled
14-43,31/03/23 15:20:12,https://twitter.com/JaneSabel6/status/1521064010871095296,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, drugs, jesse","@JaneSabel6","Jane Sabel",,Anonymous,03/22,37,3,,"Kilala niyo ba ang  mga dating alkalde na sina Jed Mabilog (Iloilo City) at Reynaldo Parojinog (Ozamiz City)? E, si Butch Robredo na kapatid ni Jesse Robredo? Silang tatlo na kilalang drug lords ay may kaugnayan kay Leni Robredo.
#KayLeniTalo
#KayLeniPatayTayo

https://pbs.twimg.com/media/FRvnp_VaIAA2DI7?format=jpg&name=small
",,"Text, picture",02/05/22 17:48,,Rational,0,1,0,,,,"There is no evidence that Jesse and Butch Robredo is involved in drug production.

Sources:
https://www.rappler.com/nation/elections/126794-jueteng-pinedas-roxas-robredo/
https://news.abs-cbn.com/anc/09/13/12/robredo-was-probing-stl-jueteng","No identified location, no bio",Resilient-Badger,Mislabeled
14-44,31/03/23 15:20:48,https://twitter.com/dozZ3h_Vbril/status/1502519109447139328,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, drugs, jesse","@dozZ3h_Vbril","t ❤_💚 k! rO ツ","❤💚✌👊",Anonymous,09/15,2150,3125,,"paano sasabihin matino si VP Leni 😂😂😂 yung asawang si Jesse may kapatid na Drug Lord impossibleng di yan nakakatikim ng ambon..",,Reply (comment),12/03/22 13:37,,Emotional,8,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",No identified location,Resilient-Badger,Mislabeled
14-45,31/03/23 15:23:00,https://twitter.com/0nemeg/status/1476651935734415360,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,butch robredo,"@0nemeg
",Baste,"Serendipity Gypsy🇪🇺Sarkasmo🇵🇭Kape☕hindi maasahan👎",Identified,05/20,3791,3939,6 Continents not 7,"The Robredo siblings.Butch the brother in law.👇

https://pbs.twimg.com/media/FH4fGFqXwAARedu?format=jpg&name=large
https://pbs.twimg.com/media/FH4fGd-XEAMXzr8?format=jpg&name=small
https://pbs.twimg.com/media/FH4fG45XEAQl_VE?format=jpg&name=medium",,"Text, picture",31/12/21 04:30,,Rational,25,1,10,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",Invalid location,,
14-46,31/03/23 15:23:42,https://twitter.com/Joseph_chito/status/1468122576295989249,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,butch robredo,@Joseph_chito,"Joseph Chito
","A Proud Filipino
",Identified,03/18,718,290,"Manila, Philippines","Read the news: https://newsinfo.inquirer.net/1524860/8-drug-suspects-nabbed-in-bicol-stings
8 drug suspects were arrested yesterday, and 6 of them are caught in Naga city. Duterte was right, Naga is the hotbed of shabu. And who made that happened? Butch Robredo and Leni.
#LetLeniLead2022 and make Philippines hotbed of Shabu🤣🤣🤣

https://pbs.twimg.com/media/FF_Q441aIAUTi72?format=jpg&name=360x360
https://pbs.twimg.com/media/FF_RrIlaUAMjf08?format=jpg&name=medium",,"Text, picture",07/12/21 15:37,,Rational,24,1,9,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",,,
14-47,31/03/23 15:25:57,https://twitter.com/JaredZaneXenos/status/1188845080792035328,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,butch robredo,"@JaredZaneXenos
","Jared Zane Xenos","Engineer, builder, consultant, world traveler, photographer, guitarist, artist, patriot and defender of law abiding Filipinos",Identified,12/16,125,85,,"This is the reason why Leni Robredo wants to stop drug war...his brother in law Butch Robredo is a drug lord in Bicol
",,Reply (comment),28/10/19 23:48,,Rational,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Source: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",No location indicated,,
14-48,31/03/23 15:29:51,https://twitter.com/trending_balita/status/1517375609391181824,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,butch robredo,"@trending_balita
","Trending Balita
","Magkaisa Para sa Bayan, Babangon tayong Lahat Muli!!!!
",Media,03/08,54,715,,"Reminder
""He alleged that Butch Robredo, brother of the late Department of Interior and Local Government secretary Jesse Robredo, who served as a city mayor since 1988 for six terms, is involved in the drug trade."" https://manilastandard.net/news/national/273610/ex-naga-dad-links-leni-s-brother-in-law-to-illegal-drugs.html #KayLeniPatayTayo 🤪🤪🤪

https://pbs.twimg.com/media/FQ7MSHraQAAv-bg?format=png&name=small
https://pbs.twimg.com/media/FQ7MTjnaIAApiVc?format=png&name=small
https://pbs.twimg.com/media/FQ7MXwGaMAAmI82?format=png&name=small
",,"Text, URL, Picture",22/04/22 13:31,,Rational,8,1,4,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",No location indicated,,
14-49,31/03/23 16:16:35,https://twitter.com/67amiable/status/1494913872670588930,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,leni asawa npa druglord,@67amiable,Ahyin,,Anonymous,12/10,61,43,"National Capital Region, Philippines","So ma dumb leni robredo inendorso ng magnanakaw at traidor, kaya pare parehas yan sila, no to ma dumb leni robredo kase magnanakaw, sinungaling, traidor, druglord protector at npa terorista suporter",,Text,02/19/22 13:56,,Emotional,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Leni Robredo is linked to drugs.

Source: https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa/",,,
14-50,31/03/23 16:18:51,https://twitter.com/TanRundo/status/1506937572375035905,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,leni asawa ng npa,@TanRundo,Rundo Tan,,Identified,03/22,45,1,,Bwesit na Leni Yan asawa Ng npa.taga supporta..tulad Lang sila ni Kiko.habang may na ambush Na sundao puma palakpa pa ...wala MGA puso..,,Reply (Comment),24/03/22 18:14,,Emotional,0,0,0,,,,"Leni Robredo did not marry a member of the New People's Army (NPA). Leni Robredo's husband is the late Jesse Robredo.

Source: https://www.rappler.com/newsbreak/fact-check/robredo-had-first-husband-who-was-member-new-peoples-army/",No location indicated,,
14-51,31/03/23 16:34:35,https://twitter.com/m364n0/status/1298345458037854209,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,leni pinatay asawa,@m364n0,Yochanan Simcha Ben Noach,Beware of your friends not your enemies.,Anonymous,04/09,262,80,,"sana VP Leni Robredo, ang unang aatupagin mo kung sino ang nagpa papatay sa asawa mo",,Text,26/08/20 3:44,,Emotional,0,0,0,,,,"Jesse Robredo's death was not due to sabotage and so, there is no need to investigate his death further.

Source: https://www.rappler.com/newsbreak/fact-check/jesse-robredo-death-sabotage/",No location indicated,,
14-52,31/03/23 16:38:03,https://twitter.com/romy622/status/1066965588285644800,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, unang asawa, npa",@romy622,Romy✌🏻♥️🇵🇭👊🏻💚,You can never win an argument with an IDIOT!,,04/14,919,1027,Philippines,"Totoo po ba na may unang asawa si Leni bago si Robredo, na namatay na? Sa nabasa ko ay kumander ng NPA ang kanyang unang nasirang asawa!",,Reply (Comment),26/11/18 16:03,,Rational,0,0,0,,,,"Leni Robredo did not marry a member of the New People's Army (NPA). Leni Robredo's husband is the late Jesse Robredo.

Source: https://www.rappler.com/newsbreak/fact-check/robredo-had-first-husband-who-was-member-new-peoples-army/",,,
14-53,31/03/23 16:42:47,https://twitter.com/MrMontero888888/status/1519563054891282433,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, bolet, asawa",@MrMontero888888,Mr.Montero,Marcos 🇵🇭 Duterte,Identified,06/21,5002,5044,,"Ganda ng pic ni Leni and her hubby. I think they were campaigning that time.

Unang tanong ko lang. Madam, kamusta ang kaso ng pagkamatay ng asawa mo? Pangalawa, who is alledged Mr. Bolet in your life? 😁",,Text,28/4/22 14:23,,Emotional,8,0,3,,,,"Jesse Robredo's death was not due to sabotage and so, there is no need to investigate his death further. There is also no romantic link between Leni Robredo and Bolet Banal.

Sources: https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked/
 https://www.rappler.com/newsbreak/fact-check/jesse-robredo-death-sabotage/",No location indicated,,
14-54,31/03/23 16:56:04,https://twitter.com/PinasAngInaNyo/status/1462623928812130305,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, bayaw, druglord",@PinasAngInaNyo,Pinas Ang Ina Nyo,P.A.I.N.,Anonymous,11/18,715,784,Cesspool,"Si Leni ata yung nag co-cocaine, diba bayaw nun drug lord ng Naga.",,Text,22/11/21 11:28,,Rational,57,2,5,,,,"There are no news articles, statements, or official cases that prove that this claim is true.

Source: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/",Indicated location is not actual location,,
14-55,03/04/2023,https://twitter.com/MrsKanggun3/status/1503617402713837572,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"kabit, home wrecker",@MrsKanggun4,MariSoo Moomoo-Love,MOOMOO*EXO-L*,Anonymous,09/19,119,19,,"He is more intelligent than Leni. Very much qualified to be congressman a good role model to the youth, unlike leni who is a kabit home wreaker",,Reply (Comment),15/3/22 14:21,,Emotional,4,0,0,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked/",No location indicated,,
14-56,03/04/23 09:09:23,https://twitter.com/BbMaharlika/status/1001357900537720833,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni robredo, boyfriend",@BbMaharlika,"Maharlika

","I'm not afraid to speak my mind, even if it upsets you.
YouTube channel 👉http://youtube.com/c/Maharlika777",Identified,11/15,534,44.6K,United States,"Sabi ni Fake VP Leni Robredo sa kanyang video:
""Mula nung namatay yung asawa ko, hindi ako nagka-boyfriend, wala akong boyfriend at wala akong kabalak-balak mag boyfriend.""",,Text,29/5/18 15:01,,Emotional,147,24,36,,,,"Tweet insinuates romantic link between Leni Robredo and Bolet Banal. However, there is no romantic link between Leni Robredo and Bolet Banal.

Source: https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked/",Account is verified,,
14-57,03/04/23 10:32:09,https://twitter.com/JaredZaneXenos/status/858306425214312448,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni robredo, kabit, bolet banal","@JaredZaneXenos","Jared Zane Xenos","Engineer, builder, consultant, world traveler, photographer, guitarist, artist, patriot and defender of law abiding Filipinos",Anonymous,12/16,125,85,,I think you are describing Leni Robredo the fake VP now a kabit of Bolet Banal. Nowadays they are inseparable,,Reply (Comment),29/4/17 21:06,,Emotional,0,0,0,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked/",No location indicated,,
